Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
-0.0912096378981185,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,0.4175360133925363,-0.44493584695342814,-1.2038920084084086,1
-0.5086528178597395,-1.539435940108789,0.0,0.0,0.0,-0.6304121868256829,-1.0616196872894093,0.5592312938772445,-1.2038920084084086,0
-0.0912096378981185,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,0.44902229841178304,-1.1143806075072098,0.8927977903064126,1
0.11751195208269198,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-1.2183514171629928,-0.779658227230319,-1.2038920084084086,0
-0.71737440784055,-1.539435940108789,0.0,0.0,0.0,1.0020235811650327,-0.795735502682437,-0.11021346667653728,0.3686253406277073,1
1.369841491967555,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,0.6925162358939576,-0.11021346667653728,0.3686253406277073,1
-0.6130136128501448,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,1.215188567213453,0.5592312938772445,0.3686253406277073,1
-0.6130136128501448,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.7131714664097456,0.5592312938772445,0.8927977903064126,1
-0.40429202286933424,0.6495885758840555,0.0,0.0,0.0,1.0020235811650327,-0.28285890448004053,-0.779658227230319,-1.2038920084084086,1
-0.8217352028309552,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.2541714003513935,-1.0028064807482462,0.3686253406277073,1
0.8480375170155287,0.6495885758840555,0.0,0.0,0.0,1.0020235811650327,-0.003680510642719687,-0.11021346667653728,-1.7280644580871138,1
0.22187274707309723,0.6495885758840555,0.0,0.0,0.0,1.0020235811650327,-1.083310239191557,-0.11021346667653728,-1.2038920084084086,0
0.4305943370539077,-1.539435940108789,0.0,0.0,0.0,-0.6304121868256829,-0.6292080396917544,0.5592312938772445,0.8927977903064126,1
-0.6130136128501448,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-1.1588773232377492,-0.779658227230319,0.8927977903064126,1
-0.19557043288852374,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,1.512559036839672,-0.11021346667653728,0.8927977903064126,1
-0.71737440784055,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,0.9919857911881264,-0.11021346667653728,-1.2038920084084086,1
-0.0912096378981185,0.6495885758840555,0.0,0.0,0.0,2.6344593491557484,2.698542439231298,2.5675655755385893,-1.7280644580871138,1
-0.6130136128501448,-1.539435940108789,0.0,0.0,0.0,1.0020235811650327,1.2515727187912493,1.228676054431026,-1.7280644580871138,1
-1.4478999727733868,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.7831409886747384,-1.1143806075072098,0.3686253406277073,1
0.22187274707309723,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.49766533783356814,-0.44493584695342814,-1.2038920084084086,1
-0.6130136128501448,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.18420187808640084,-0.11021346667653728,-1.7280644580871138,0
-0.71737440784055,-1.539435940108789,0.0,0.0,0.0,-0.6304121868256829,0.48330736432162946,0.5592312938772445,-1.2038920084084086,0
-0.71737440784055,0.6495885758840555,0.0,0.0,0.0,1.0020235811650327,0.8534461371034409,0.22450891360035358,-1.7280644580871138,1
-0.71737440784055,-1.539435940108789,0.0,0.0,0.0,-0.6304121868256829,-0.03026892910341691,-0.11021346667653728,0.8927977903064126,1
1.369841491967555,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.7271653708627441,-0.779658227230319,-0.15554710905099797,1
-1.134817587802171,-1.539435940108789,0.0,0.0,0.0,-0.6304121868256829,-0.3423329984052843,-0.11021346667653728,1.4169702399851178,0
-0.71737440784055,-1.539435940108789,0.0,0.0,0.0,1.0020235811650327,0.3482661863501936,-0.779658227230319,0.8927977903064126,1
-0.71737440784055,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,1.110933979038614,0.5592312938772445,0.3686253406277073,1
-0.71737440784055,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.9650617465637193,-0.44493584695342814,0.8927977903064126,1
-0.9260959978213604,-1.539435940108789,0.0,0.0,0.0,1.0020235811650327,-0.8580083774982805,-1.1143806075072098,0.8927977903064126,1
-0.5086528178597395,-1.539435940108789,0.0,0.0,0.0,-0.6304121868256829,0.746392768038002,-0.779658227230319,-1.2038920084084086,0
0.22187274707309723,0.6495885758840555,0.0,0.0,0.0,1.0020235811650327,1.0374659806603717,0.8939536741541353,-1.7280644580871138,0
-0.8217352028309552,0.6495885758840555,0.0,0.0,0.0,-0.6304121868256829,-0.7607507415499406,-0.11021346667653728,0.8927977903064126,0
